media_id,frame_nr,class_0,p_0,class_1,p_1,class_2,p_2,class_3,p_3,class_4,p_4,class_5,p_5,class_6,p_6,class_7,p_7,class_8,p_8,class_9,p_9
QJO3ROT-A4E,77,shower_cap,0.04074237123131752,sunglass,0.03720998391509056,valley,0.02471315860748291,sturgeon,0.021634282544255257,neck_brace,0.02063974365592003,geyser,0.016960373148322105,sea_lion,0.016321919858455658,seashore,0.01621301658451557,dam,0.016081100329756737,promontory,0.015336076728999615
QJO3ROT-A4E,62,seat_belt,0.0647820308804512,car_mirror,0.039830178022384644,alp,0.03318086266517639,stole,0.03208016976714134,wig,0.029101788997650146,geyser,0.026213712990283966,valley,0.025547238066792488,sunglass,0.02410191111266613,poncho,0.02402707189321518,cowboy_hat,0.023217961192131042
QJO3ROT-A4E,114,maypole,0.0824136883020401,drumstick,0.05596834793686867,paddle,0.0477287583053112,flute,0.03558305650949478,pole,0.03294820338487625,bow,0.02211853116750717,ice_lolly,0.02024194598197937,swing,0.0199632178992033,spatula,0.01699189655482769,shower_cap,0.0153092285618186
QJO3ROT-A4E,40,recreational_vehicle,0.574049711227417,trolleybus,0.06224898248910904,limousine,0.0528641939163208,passenger_car,0.03961369767785072,ambulance,0.03491250425577164,minibus,0.02030179463326931,streetcar,0.01399165578186512,electric_locomotive,0.013075531460344791,beach_wagon,0.008487440645694733,amphibian,0.007833240553736687
QJO3ROT-A4E,112,beacon,0.04573189467191696,solar_dish,0.029192252084612846,Bouvier_des_Flandres,0.023456253111362457,croquet_ball,0.01756814494729042,unicycle,0.016225507482886314,overskirt,0.016045954078435898,cannon,0.013800738379359245,flagpole,0.013792679645121098,kuvasz,0.01359049417078495,pajama,0.013192737475037575
QJO3ROT-A4E,6,seashore,0.771308958530426,promontory,0.0145265469327569,sandbar,0.009762167930603027,beacon,0.007110209669917822,wreck,0.0037907068617641926,leatherback_turtle,0.0037212080787867308,cliff,0.0034478064626455307,lakeside,0.003017866052687168,breakwater,0.002239759312942624,catamaran,0.00119752564933151
QJO3ROT-A4E,85,cliff,0.09694911539554596,shower_cap,0.05613633245229721,cliff_dwelling,0.044921960681676865,military_uniform,0.03638748452067375,trilobite,0.022677961736917496,oxygen_mask,0.016290931031107903,triceratops,0.012488018721342087,bighorn,0.010980366729199886,ibex,0.010556258261203766,cougar,0.009581562131643295
QJO3ROT-A4E,25,seashore,0.0455271415412426,barracouta,0.03996603935956955,tench,0.03870958462357521,sunscreen,0.02801409363746643,rock_crab,0.025514347478747368,bikini,0.019497722387313843,gar,0.01719299517571926,American_lobster,0.013665866106748581,puffer,0.013042695820331573,crayfish,0.010455269366502762
QJO3ROT-A4E,7,seashore,0.7837702035903931,promontory,0.01366504281759262,sandbar,0.009268596768379211,beacon,0.006922455504536629,wreck,0.0038963183760643005,leatherback_turtle,0.0032833656296133995,cliff,0.002736428752541542,lakeside,0.002607014263048768,breakwater,0.002374759642407298,dingo,0.0011140331625938416
QJO3ROT-A4E,11,beaker,0.07522344589233398,violin,0.044812947511672974,washer,0.021501118317246437,quill,0.020861610770225525,ski_mask,0.017298623919487,harmonica,0.016188429668545723,cellular_telephone,0.016128746792674065,lab_coat,0.015672877430915833,matchstick,0.015450128354132175,candle,0.014593261294066906
QJO3ROT-A4E,106,swimming_trunks,0.11523115634918213,sarong,0.11385207623243332,gar,0.05650954321026802,seashore,0.05310339853167534,sturgeon,0.049616485834121704,barracouta,0.040498748421669006,sea_lion,0.02506892941892147,lakeside,0.021128421649336815,promontory,0.018647465854883194,sandbar,0.015498684719204903
QJO3ROT-A4E,55,pajama,0.06118785962462425,sunglass,0.03487519919872284,cowboy_hat,0.02369087189435959,sunscreen,0.022189224138855934,sunglasses,0.021469922736287117,bikini,0.015150886960327625,hair_spray,0.013167637400329113,neck_brace,0.013077560812234879,sombrero,0.013036241754889488,oboe,0.011880005709826946
QJO3ROT-A4E,73,seashore,0.19120357930660248,promontory,0.10528183728456497,swimming_trunks,0.0987175926566124,sarong,0.03742213547229767,beacon,0.028302395716309547,cliff,0.027734193950891495,Great_Pyrenees,0.022731000557541847,lakeside,0.021452128887176514,Samoyed,0.019939210265874863,kuvasz,0.01831004209816456
QJO3ROT-A4E,5,seashore,0.7815796136856079,sandbar,0.010118014179170132,promontory,0.009789517149329185,beacon,0.006189177744090557,wreck,0.004373558331280947,leatherback_turtle,0.003520040772855282,lakeside,0.0025412775576114655,cliff,0.00215696613304317,breakwater,0.00210993061773479,dingo,0.0014209181535989046
QJO3ROT-A4E,66,seashore,0.2600712776184082,sandbar,0.1705986112356186,cliff,0.05182204768061638,horse_cart,0.040910858660936356,oxcart,0.03530013561248779,alp,0.018949424847960472,promontory,0.018416093662381172,Arabian_camel,0.009292596019804478,valley,0.007840810343623161,dogsled,0.007820525206625462
QJO3ROT-A4E,65,seashore,0.14605438709259033,cliff,0.06343342363834381,horse_cart,0.05385814979672432,sandbar,0.052002500742673874,alp,0.04832126945257187,oxcart,0.04492047801613808,racer,0.018388856202363968,valley,0.013840078376233578,promontory,0.013788572512567043,recreational_vehicle,0.013552922755479813
QJO3ROT-A4E,71,sarong,0.11773894727230072,seashore,0.10457458347082138,swimming_trunks,0.08301336318254471,promontory,0.050914570689201355,beacon,0.02461893856525421,cliff,0.021879347041249275,maillot,0.013970470055937767,mountain_bike,0.012654694728553295,leatherback_turtle,0.012479362078011036,bikini,0.010270923376083374
QJO3ROT-A4E,102,seashore,0.22547434270381927,swimming_trunks,0.22541038691997528,sarong,0.05772552639245987,promontory,0.05404413864016533,sandbar,0.022122440859675407,leatherback_turtle,0.01752326264977455,soccer_ball,0.012968199327588081,volleyball,0.008745426312088966,unicycle,0.008633200079202652,sea_lion,0.007833298295736313
